asset_id,dataset_version,collection_id,source_group_id,source_split,dataset_role,source_name,publisher,creator,source_url,license_id,license_url,accessed_on,original_filename,source_media_path,evaluation_image_path,media_type,frame_number,timestamp_seconds,width,height,scene_type,location,viewpoint,lighting,weather,target_classes,annotation_type,annotation_source_path,canonical_annotation_path,image_sha256,qc_status,notes
traffic_urban_intersection_4_f000389,1.0-draft,traffic_uav,traffic_urban_intersection,unpublished,held_out_test,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000389.PNG,data/evaluation/raw/traffic_uav/Urban_intersection_4/Urban_intersection_4/obj_train_data/frame_000389.PNG,data/evaluation/raw/traffic_uav/Urban_intersection_4/Urban_intersection_4/obj_train_data/frame_000389.PNG,image,389,,1280,720,urban_intersection,not_recorded,low_oblique,daylight,clear,car_or_van,bounding_box,data/evaluation/raw/traffic_uav/Urban_intersection_4/Urban_intersection_4/obj_train_data/frame_000389.txt,data/evaluation/derived/annotations/instances_held_out_test.json,62b0eba3b80dfea2f9df41394117fb9c3baff545204d4739f5375b7cd92b2df0,pending,Grouped with Urban intersection 2 because the location is shared
traffic_urban_intersection_4_f000405,1.0-draft,traffic_uav,traffic_urban_intersection,unpublished,held_out_test,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000405.PNG,data/evaluation/raw/traffic_uav/Urban_intersection_4/Urban_intersection_4/obj_train_data/frame_000405.PNG,data/evaluation/raw/traffic_uav/Urban_intersection_4/Urban_intersection_4/obj_train_data/frame_000405.PNG,image,405,,1280,720,urban_intersection,not_recorded,low_oblique,daylight,clear,car_or_van,bounding_box,data/evaluation/raw/traffic_uav/Urban_intersection_4/Urban_intersection_4/obj_train_data/frame_000405.txt,data/evaluation/derived/annotations/instances_held_out_test.json,71084edf93414f15951f44bdcac881971ccba2df8217d647fae61474ddfc3de9,pending,Grouped with Urban intersection 2 because the location is shared
traffic_urban_intersection_4_f000421,1.0-draft,traffic_uav,traffic_urban_intersection,unpublished,held_out_test,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000421.PNG,data/evaluation/raw/traffic_uav/Urban_intersection_4/Urban_intersection_4/obj_train_data/frame_000421.PNG,data/evaluation/raw/traffic_uav/Urban_intersection_4/Urban_intersection_4/obj_train_data/frame_000421.PNG,image,421,,1280,720,urban_intersection,not_recorded,low_oblique,daylight,clear,car_or_van,bounding_box,data/evaluation/raw/traffic_uav/Urban_intersection_4/Urban_intersection_4/obj_train_data/frame_000421.txt,data/evaluation/derived/annotations/instances_held_out_test.json,d7d419d77b3534ccbdfa5ded25048e7daafda7af5228fc29bb3a4dac77ffd3f6,pending,Grouped with Urban intersection 2 because the location is shared
traffic_urban_intersection_4_f000437,1.0-draft,traffic_uav,traffic_urban_intersection,unpublished,held_out_test,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000437.PNG,data/evaluation/raw/traffic_uav/Urban_intersection_4/Urban_intersection_4/obj_train_data/frame_000437.PNG,data/evaluation/raw/traffic_uav/Urban_intersection_4/Urban_intersection_4/obj_train_data/frame_000437.PNG,image,437,,1280,720,urban_intersection,not_recorded,low_oblique,daylight,clear,car_or_van,bounding_box,data/evaluation/raw/traffic_uav/Urban_intersection_4/Urban_intersection_4/obj_train_data/frame_000437.txt,data/evaluation/derived/annotations/instances_held_out_test.json,10f1155cbd1b041e9634542cbe7d8e07b15ad48485bdbfbba0a82257fe206d1f,pending,Grouped with Urban intersection 2 because the location is shared
traffic_urban_intersection_4_f000453,1.0-draft,traffic_uav,traffic_urban_intersection,unpublished,held_out_test,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000453.PNG,data/evaluation/raw/traffic_uav/Urban_intersection_4/Urban_intersection_4/obj_train_data/frame_000453.PNG,data/evaluation/raw/traffic_uav/Urban_intersection_4/Urban_intersection_4/obj_train_data/frame_000453.PNG,image,453,,1280,720,urban_intersection,not_recorded,low_oblique,daylight,clear,car_or_van,bounding_box,data/evaluation/raw/traffic_uav/Urban_intersection_4/Urban_intersection_4/obj_train_data/frame_000453.txt,data/evaluation/derived/annotations/instances_held_out_test.json,f6d1ba82cf0c980c7539288978530897c6a94902e6d3e8c802aaae76c069d086,pending,Grouped with Urban intersection 2 because the location is shared
traffic_urban_intersection_4_f000469,1.0-draft,traffic_uav,traffic_urban_intersection,unpublished,held_out_test,Traffic Images Captured from UAVs,Zenodo,Sergio Bemposta Rosende et al.,https://zenodo.org/records/5776219,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/,2026-07-29,frame_000469.PNG,data/evaluation/raw/traffic_uav/Urban_intersection_4/Urban_intersection_4/obj_train_data/frame_000469.PNG,data/evaluation/raw/traffic_uav/Urban_intersection_4/Urban_intersection_4/obj_train_data/frame_000469.PNG,image,469,,1280,720,urban_intersection,not_recorded,low_oblique,daylight,clear,car_or_van,bounding_box,data/evaluation/raw/traffic_uav/Urban_intersection_4/Urban_intersection_4/obj_train_data/frame_000469.txt,data/evaluation/derived/annotations/instances_held_out_test.json,f21bb82ed4e8a8a8dfbad21045444ac369fab266592f69789777874114566084,pending,Grouped with Urban intersection 2 because the location is shared
okutama_1_1_1_f000227,1.0-draft,okutama_action,okutama_morning_01,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,227.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.1/227.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.1/227.jpg,image,227,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/1.1.1.txt,data/evaluation/derived/annotations/instances_training.json,4cad81968c470b39d3fcf3d627b871b2a7a645774e49f0baa5504d7324193a2c,pending,Coordinates require scaling from 4K to 720p
okutama_1_1_1_f000681,1.0-draft,okutama_action,okutama_morning_01,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,681.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.1/681.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.1/681.jpg,image,681,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/1.1.1.txt,data/evaluation/derived/annotations/instances_training.json,df02099e99ce73d2394f1a02d4e04597434ca93ba2be561dab371d45fbbf0164,pending,Coordinates require scaling from 4K to 720p
okutama_1_1_1_f001136,1.0-draft,okutama_action,okutama_morning_01,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,1136.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.1/1136.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.1/1136.jpg,image,1136,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/1.1.1.txt,data/evaluation/derived/annotations/instances_training.json,c5a83ce48336d173db43e49fa6fbcb874cef67fd20ab2ccafd424c4d6f335044,pending,Coordinates require scaling from 4K to 720p
okutama_1_1_1_f001590,1.0-draft,okutama_action,okutama_morning_01,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,1590.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.1/1590.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.1/1590.jpg,image,1590,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/1.1.1.txt,data/evaluation/derived/annotations/instances_training.json,23933e6a85f509835b74cb36f3bc0b95279152ce44c1bcb9cb7c8191aa19c6dc,pending,Coordinates require scaling from 4K to 720p
okutama_1_1_1_f002044,1.0-draft,okutama_action,okutama_morning_01,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,2044.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.1/2044.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.1/2044.jpg,image,2044,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/1.1.1.txt,data/evaluation/derived/annotations/instances_training.json,7f21938e7019f2a0207b38842131720f56ef61db6f7e0c4cdd947b9806ead993,pending,Coordinates require scaling from 4K to 720p
okutama_2_1_1_f000125,1.0-draft,okutama_action,okutama_morning_01,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,125.jpg,data/evaluation/raw/okutama_action/train/Drone2/Morning/Extracted-Frames-1280x720/2.1.1/125.jpg,data/evaluation/raw/okutama_action/train/Drone2/Morning/Extracted-Frames-1280x720/2.1.1/125.jpg,image,125,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/2.1.1.txt,data/evaluation/derived/annotations/instances_training.json,b4c4131e46587ae39bb1d730d19c5a73d11dc445f4c11fa10cda1b8c80ea7389,pending,Paired view retained in the same source group
okutama_2_1_1_f000375,1.0-draft,okutama_action,okutama_morning_01,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,375.jpg,data/evaluation/raw/okutama_action/train/Drone2/Morning/Extracted-Frames-1280x720/2.1.1/375.jpg,data/evaluation/raw/okutama_action/train/Drone2/Morning/Extracted-Frames-1280x720/2.1.1/375.jpg,image,375,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/2.1.1.txt,data/evaluation/derived/annotations/instances_training.json,922fa24f9f8088e94bb80395c691cccc2f7b1d9236c004de9bd70a47c414c2de,pending,Paired view retained in the same source group
okutama_2_1_1_f000626,1.0-draft,okutama_action,okutama_morning_01,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,626.jpg,data/evaluation/raw/okutama_action/train/Drone2/Morning/Extracted-Frames-1280x720/2.1.1/626.jpg,data/evaluation/raw/okutama_action/train/Drone2/Morning/Extracted-Frames-1280x720/2.1.1/626.jpg,image,626,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/2.1.1.txt,data/evaluation/derived/annotations/instances_training.json,5ea5e9b4d540a2ea2b91fbb6a96b5d9d388b3fa49c72c0a28989e600d2208609,pending,Paired view retained in the same source group
okutama_2_1_1_f000876,1.0-draft,okutama_action,okutama_morning_01,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,876.jpg,data/evaluation/raw/okutama_action/train/Drone2/Morning/Extracted-Frames-1280x720/2.1.1/876.jpg,data/evaluation/raw/okutama_action/train/Drone2/Morning/Extracted-Frames-1280x720/2.1.1/876.jpg,image,876,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/2.1.1.txt,data/evaluation/derived/annotations/instances_training.json,dde079369bc5fb86c483990ab6df0b85569800a00f9098f1db5f770d00a6a575,pending,Paired view retained in the same source group
okutama_2_1_1_f001126,1.0-draft,okutama_action,okutama_morning_01,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,1126.jpg,data/evaluation/raw/okutama_action/train/Drone2/Morning/Extracted-Frames-1280x720/2.1.1/1126.jpg,data/evaluation/raw/okutama_action/train/Drone2/Morning/Extracted-Frames-1280x720/2.1.1/1126.jpg,image,1126,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/2.1.1.txt,data/evaluation/derived/annotations/instances_training.json,07a33c1d48c1485b62392ef996960da799de68dd49306fcbf20aea908cf66b00,pending,Paired view retained in the same source group
okutama_1_1_2_f000222,1.0-draft,okutama_action,okutama_morning_02,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,222.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.2/222.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.2/222.jpg,image,222,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/1.1.2.txt,data/evaluation/derived/annotations/instances_training.json,fefe7d822909fbf48f36003f82d9f3e1ffb81da9d4335bc115fbb5cdf6ea58a6,pending,Coordinates require scaling from 4K to 720p
okutama_1_1_2_f000666,1.0-draft,okutama_action,okutama_morning_02,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,666.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.2/666.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.2/666.jpg,image,666,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/1.1.2.txt,data/evaluation/derived/annotations/instances_training.json,8ee723d02ca5b57b88c06d8d606c3d45148df6df944303d2b6b9598b0d6c404f,pending,Coordinates require scaling from 4K to 720p
okutama_1_1_2_f001110,1.0-draft,okutama_action,okutama_morning_02,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,1110.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.2/1110.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.2/1110.jpg,image,1110,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/1.1.2.txt,data/evaluation/derived/annotations/instances_training.json,035a972a6ee40335312f6d930baf228ab9a65e25620f5583641d165804bc534b,pending,Coordinates require scaling from 4K to 720p
okutama_1_1_2_f001554,1.0-draft,okutama_action,okutama_morning_02,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,1554.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.2/1554.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.2/1554.jpg,image,1554,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/1.1.2.txt,data/evaluation/derived/annotations/instances_training.json,472d020c378f3e3864049e7ea757a0074b0d9627fb9c5c7b27d03c711abf02ae,pending,Coordinates require scaling from 4K to 720p
okutama_1_1_2_f001998,1.0-draft,okutama_action,okutama_morning_02,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,1998.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.2/1998.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.2/1998.jpg,image,1998,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/1.1.2.txt,data/evaluation/derived/annotations/instances_training.json,b6accdc1466d1dc118d7fca0bf1292896d511afced2c86646e2bd04677c4c648,pending,Coordinates require scaling from 4K to 720p
okutama_2_1_2_f000139,1.0-draft,okutama_action,okutama_morning_02,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,139.jpg,data/evaluation/raw/okutama_action/train/Drone2/Morning/Extracted-Frames-1280x720/2.1.2/139.jpg,data/evaluation/raw/okutama_action/train/Drone2/Morning/Extracted-Frames-1280x720/2.1.2/139.jpg,image,139,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/2.1.2.txt,data/evaluation/derived/annotations/instances_training.json,fad8c09c4621c5a9d5f390adc42f7d104fbfe8d926199d7b17423d32772977b8,pending,Paired view retained in the same source group
okutama_2_1_2_f000419,1.0-draft,okutama_action,okutama_morning_02,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,419.jpg,data/evaluation/raw/okutama_action/train/Drone2/Morning/Extracted-Frames-1280x720/2.1.2/419.jpg,data/evaluation/raw/okutama_action/train/Drone2/Morning/Extracted-Frames-1280x720/2.1.2/419.jpg,image,419,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/2.1.2.txt,data/evaluation/derived/annotations/instances_training.json,0cedeab51b9000653fcde5ad4754e7df3b7995a45961bcc332c9bfdcc7123327,pending,Paired view retained in the same source group
okutama_2_1_2_f000699,1.0-draft,okutama_action,okutama_morning_02,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,699.jpg,data/evaluation/raw/okutama_action/train/Drone2/Morning/Extracted-Frames-1280x720/2.1.2/699.jpg,data/evaluation/raw/okutama_action/train/Drone2/Morning/Extracted-Frames-1280x720/2.1.2/699.jpg,image,699,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/2.1.2.txt,data/evaluation/derived/annotations/instances_training.json,51550562dad3f9cdb60bd1bacf8f435f6a1f43dbc8d5d4c2273506c1bc53a519,pending,Paired view retained in the same source group
okutama_2_1_2_f000978,1.0-draft,okutama_action,okutama_morning_02,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,978.jpg,data/evaluation/raw/okutama_action/train/Drone2/Morning/Extracted-Frames-1280x720/2.1.2/978.jpg,data/evaluation/raw/okutama_action/train/Drone2/Morning/Extracted-Frames-1280x720/2.1.2/978.jpg,image,978,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/2.1.2.txt,data/evaluation/derived/annotations/instances_training.json,47530027d23678a532fd6b228d13419b358c35a7dc987f14d373ca5073900f59,pending,Paired view retained in the same source group
okutama_2_1_2_f001258,1.0-draft,okutama_action,okutama_morning_02,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,1258.jpg,data/evaluation/raw/okutama_action/train/Drone2/Morning/Extracted-Frames-1280x720/2.1.2/1258.jpg,data/evaluation/raw/okutama_action/train/Drone2/Morning/Extracted-Frames-1280x720/2.1.2/1258.jpg,image,1258,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/2.1.2.txt,data/evaluation/derived/annotations/instances_training.json,722ec2fe08dd51a5c769725aa64732ae44d4b829c4af34142573f0630fd7df91,pending,Paired view retained in the same source group
okutama_1_1_3_f000196,1.0-draft,okutama_action,okutama_morning_03,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,196.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.3/196.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.3/196.jpg,image,196,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/1.1.3.txt,data/evaluation/derived/annotations/instances_training.json,97bd26086de538ac4addf1876bf27365f24ce32b10721a4df78b47c56bfd1486,pending,Coordinates require scaling from 4K to 720p
okutama_1_1_3_f000589,1.0-draft,okutama_action,okutama_morning_03,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,589.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.3/589.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.3/589.jpg,image,589,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/1.1.3.txt,data/evaluation/derived/annotations/instances_training.json,21b6ef1ea8aa43211d868d6df1bc0bdd3268875e97b390a018e14d560c162b77,pending,Coordinates require scaling from 4K to 720p
okutama_1_1_3_f000983,1.0-draft,okutama_action,okutama_morning_03,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,983.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.3/983.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.3/983.jpg,image,983,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/1.1.3.txt,data/evaluation/derived/annotations/instances_training.json,b2fcc0715d0e9866b1ee5d2fa3aafa645ddd50a368ac06f63bb2bfcdea037b93,pending,Coordinates require scaling from 4K to 720p
okutama_1_1_3_f001376,1.0-draft,okutama_action,okutama_morning_03,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,1376.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.3/1376.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.3/1376.jpg,image,1376,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/1.1.3.txt,data/evaluation/derived/annotations/instances_training.json,3eeac11d651562a6e16818043de52cde5fd5cc9e79742d195022235186f17ace,pending,Coordinates require scaling from 4K to 720p
okutama_1_1_3_f001769,1.0-draft,okutama_action,okutama_morning_03,published_train,training,Okutama-Action,National Institute of Informatics,Mohammadamin Barekatain et al.,http://okutama-action.org/,CC-BY-NC-SA-3.0,https://creativecommons.org/licenses/by-nc-sa/3.0/,2026-07-29,1769.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.3/1769.jpg,data/evaluation/raw/okutama_action/train/Drone1/Morning/Extracted-Frames-1280x720/1.1.3/1769.jpg,image,1769,,1280,720,staged_human_activity,Okutama Japan,aerial,morning,not_recorded,person,bounding_box,data/evaluation/raw/okutama_action/train/Labels/SingleActionTrackingLabels/3840x2160/1.1.3.txt,data/evaluation/derived/annotations/instances_training.json,1639bc8d6804b78ca50a6bbe7b66bd174c3fc78443929265330b583ceaeb57c6,pending,Coordinates require scaling from 4K to 720p
